dataset,operation,2xx_code,4xx_code,operation_id,method,path,normalized_operation
jhipster-sample-app,createAuthority,200,,createAuthority,POST,/api/authorities,createauthority
jhipster-sample-app,isAuthenticated,200,,isAuthenticated,GET,/api/authenticate,isauthenticated
jhipster-sample-app,authorize,200,,authorize,POST,/api/authenticate,authorize
jhipster-sample-app,getAccount,200,,getAccount,GET,/api/account,getaccount
jhipster-sample-app,saveAccount,200,,saveAccount,POST,/api/account,saveaccount
jhipster-sample-app,requestPasswordReset,200,,requestPasswordReset,POST,/api/account/reset-password/init,requestpasswordreset
jhipster-sample-app,finishPasswordReset,200,,finishPasswordReset,POST,/api/account/reset-password/finish,finishpasswordreset
jhipster-sample-app,changePassword,200,,changePassword,POST,/api/account/change-password,changepassword
jhipster-sample-app,getAllPublicUsers,200,,getAllPublicUsers,GET,/api/users,getallpublicusers
jhipster-sample-app,getAuthority,200,,getAuthority,GET,/api/authorities/{id},getauthority
jhipster-sample-app,deleteAuthority,200,,deleteAuthority,DELETE,/api/authorities/{id},deleteauthority
jhipster-sample-app,activateAccount,200,,activateAccount,GET,/api/activate,activateaccount
language-tool,POST /check,200,,,POST,/check,post_check
language-tool,GET /languages,200,,,GET,/languages,get_languages
ohsome,contributionsCount,200,400|401|404|405|413,contributionsCount,GET,/contributions/count,contributionscount
ohsome,contributionsCount_1,200,400|401|404|405|413,contributionsCount_1,POST,/contributions/count,contributionscount_1
ohsome,contributionsCountDensity,200,400|401|404|405|413,contributionsCountDensity,GET,/contributions/count/density,contributionscountdensity
ohsome,contributionsCountDensity_1,200,400|401|404|405|413,contributionsCountDensity_1,POST,/contributions/count/density,contributionscountdensity_1
ohsome,contributionsCountDensityGroupByBoundary,200,400|401|404|405|413,contributionsCountDensityGroupByBoundary,GET,/contributions/count/density/groupBy/boundary,contributionscountdensitygroupbyboundary
ohsome,contributionsCountDensityGroupByBoundary_1,200,400|401|404|405|413,contributionsCountDensityGroupByBoundary_1,POST,/contributions/count/density/groupBy/boundary,contributionscountdensitygroupbyboundary_1
ohsome,contributionsCountGroupByBoundary,200,400|401|404|405|413,contributionsCountGroupByBoundary,GET,/contributions/count/groupBy/boundary,contributionscountgroupbyboundary
ohsome,contributionsCountGroupByBoundary_1,200,400|401|404|405|413,contributionsCountGroupByBoundary_1,POST,/contributions/count/groupBy/boundary,contributionscountgroupbyboundary_1
ohsome,contributionsLatestCount,200,400|401|404|405|413,contributionsLatestCount,GET,/contributions/latest/count,contributionslatestcount
ohsome,contributionsLatestCount_1,200,400|401|404|405|413,contributionsLatestCount_1,POST,/contributions/latest/count,contributionslatestcount_1
ohsome,contributionsLatestCountDensity,200,400|401|404|405|413,contributionsLatestCountDensity,GET,/contributions/latest/count/density,contributionslatestcountdensity
ohsome,contributionsLatestCountDensity_1,200,400|401|404|405|413,contributionsLatestCountDensity_1,POST,/contributions/latest/count/density,contributionslatestcountdensity_1
ohsome,area,200,400|401|404|405|413,area,GET,/elements/area,area
ohsome,area_1,200,400|401|404|405|413,area_1,POST,/elements/area,area_1
ohsome,areaDensity,200,400|401|404|405|413,areaDensity,GET,/elements/area/density,areadensity
ohsome,areaDensity_1,200,400|401|404|405|413,areaDensity_1,POST,/elements/area/density,areadensity_1
ohsome,areaDensityGroupByBoundary,200,400|401|404|405|413,areaDensityGroupByBoundary,GET,/elements/area/density/groupBy/boundary,areadensitygroupbyboundary
ohsome,areaDensityGroupByBoundary_1,200,400|401|404|405|413,areaDensityGroupByBoundary_1,POST,/elements/area/density/groupBy/boundary,areadensitygroupbyboundary_1
ohsome,areaDensityGroupByBoundaryGroupByTag,200,400|401|404|405|413,areaDensityGroupByBoundaryGroupByTag,GET,/elements/area/density/groupBy/boundary/groupBy/tag,areadensitygroupbyboundarygroupbytag
ohsome,areaDensityGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,areaDensityGroupByBoundaryGroupByTag_1,POST,/elements/area/density/groupBy/boundary/groupBy/tag,areadensitygroupbyboundarygroupbytag_1
ohsome,areaDensityGroupByTag,200,400|401|404|405|413,areaDensityGroupByTag,GET,/elements/area/density/groupBy/tag,areadensitygroupbytag
ohsome,areaDensityGroupByTag_1,200,400|401|404|405|413,areaDensityGroupByTag_1,POST,/elements/area/density/groupBy/tag,areadensitygroupbytag_1
ohsome,areaDensityGroupByType,200,400|401|404|405|413,areaDensityGroupByType,GET,/elements/area/density/groupBy/type,areadensitygroupbytype
ohsome,areaDensityGroupByType_1,200,400|401|404|405|413,areaDensityGroupByType_1,POST,/elements/area/density/groupBy/type,areadensitygroupbytype_1
ohsome,areaGroupByBoundary,200,400|401|404|405|413,areaGroupByBoundary,GET,/elements/area/groupBy/boundary,areagroupbyboundary
ohsome,areaGroupByBoundary_1,200,400|401|404|405|413,areaGroupByBoundary_1,POST,/elements/area/groupBy/boundary,areagroupbyboundary_1
ohsome,areaGroupByBoundaryGroupByTag,200,400|401|404|405|413,areaGroupByBoundaryGroupByTag,GET,/elements/area/groupBy/boundary/groupBy/tag,areagroupbyboundarygroupbytag
ohsome,areaGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,areaGroupByBoundaryGroupByTag_1,POST,/elements/area/groupBy/boundary/groupBy/tag,areagroupbyboundarygroupbytag_1
ohsome,areaGroupByKey,200,400|401|404|405|413,areaGroupByKey,GET,/elements/area/groupBy/key,areagroupbykey
ohsome,areaGroupByKey_1,200,400|401|404|405|413,areaGroupByKey_1,POST,/elements/area/groupBy/key,areagroupbykey_1
ohsome,areaGroupByTag,200,400|401|404|405|413,areaGroupByTag,GET,/elements/area/groupBy/tag,areagroupbytag
ohsome,areaGroupByTag_1,200,400|401|404|405|413,areaGroupByTag_1,POST,/elements/area/groupBy/tag,areagroupbytag_1
ohsome,areaGroupByType,200,400|401|404|405|413,areaGroupByType,GET,/elements/area/groupBy/type,areagroupbytype
ohsome,areaGroupByType_1,200,400|401|404|405|413,areaGroupByType_1,POST,/elements/area/groupBy/type,areagroupbytype_1
ohsome,areaRatio,200,400|401|404|405|413,areaRatio,GET,/elements/area/ratio,arearatio
ohsome,areaRatio_1,200,400|401|404|405|413,areaRatio_1,POST,/elements/area/ratio,arearatio_1
ohsome,areaRatioGroupByBoundary,200,400|401|404|405|413,areaRatioGroupByBoundary,GET,/elements/area/ratio/groupBy/boundary,arearatiogroupbyboundary
ohsome,areaRatioGroupByBoundary_1,200,400|401|404|405|413,areaRatioGroupByBoundary_1,POST,/elements/area/ratio/groupBy/boundary,arearatiogroupbyboundary_1
ohsome,count,200,400|401|404|405|413,count,GET,/elements/count,count
ohsome,count_1,200,400|401|404|405|413,count_1,POST,/elements/count,count_1
ohsome,countDensity,200,400|401|404|405|413,countDensity,GET,/elements/count/density,countdensity
ohsome,countDensity_1,200,400|401|404|405|413,countDensity_1,POST,/elements/count/density,countdensity_1
ohsome,countDensityGroupByBoundary,200,400|401|404|405|413,countDensityGroupByBoundary,GET,/elements/count/density/groupBy/boundary,countdensitygroupbyboundary
ohsome,countDensityGroupByBoundary_1,200,400|401|404|405|413,countDensityGroupByBoundary_1,POST,/elements/count/density/groupBy/boundary,countdensitygroupbyboundary_1
ohsome,countDensityGroupByBoundaryGroupByTag,200,400|401|404|405|413,countDensityGroupByBoundaryGroupByTag,GET,/elements/count/density/groupBy/boundary/groupBy/tag,countdensitygroupbyboundarygroupbytag
ohsome,countDensityGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,countDensityGroupByBoundaryGroupByTag_1,POST,/elements/count/density/groupBy/boundary/groupBy/tag,countdensitygroupbyboundarygroupbytag_1
ohsome,countDensityGroupByTag,200,400|401|404|405|413,countDensityGroupByTag,GET,/elements/count/density/groupBy/tag,countdensitygroupbytag
ohsome,countDensityGroupByTag_1,200,400|401|404|405|413,countDensityGroupByTag_1,POST,/elements/count/density/groupBy/tag,countdensitygroupbytag_1
ohsome,countDensityGroupByType,200,400|401|404|405|413,countDensityGroupByType,GET,/elements/count/density/groupBy/type,countdensitygroupbytype
ohsome,countDensityGroupByType_1,200,400|401|404|405|413,countDensityGroupByType_1,POST,/elements/count/density/groupBy/type,countdensitygroupbytype_1
ohsome,countGroupByBoundary,200,400|401|404|405|413,countGroupByBoundary,GET,/elements/count/groupBy/boundary,countgroupbyboundary
ohsome,countGroupByBoundary_1,200,400|401|404|405|413,countGroupByBoundary_1,POST,/elements/count/groupBy/boundary,countgroupbyboundary_1
ohsome,countGroupByBoundaryGroupByTag,200,400|401|404|405|413,countGroupByBoundaryGroupByTag,GET,/elements/count/groupBy/boundary/groupBy/tag,countgroupbyboundarygroupbytag
ohsome,countGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,countGroupByBoundaryGroupByTag_1,POST,/elements/count/groupBy/boundary/groupBy/tag,countgroupbyboundarygroupbytag_1
ohsome,countGroupByKey,200,400|401|404|405|413,countGroupByKey,GET,/elements/count/groupBy/key,countgroupbykey
ohsome,countGroupByKey_1,200,400|401|404|405|413,countGroupByKey_1,POST,/elements/count/groupBy/key,countgroupbykey_1
ohsome,countGroupByTag,200,400|401|404|405|413,countGroupByTag,GET,/elements/count/groupBy/tag,countgroupbytag
ohsome,countGroupByTag_1,200,400|401|404|405|413,countGroupByTag_1,POST,/elements/count/groupBy/tag,countgroupbytag_1
ohsome,countGroupByType,200,400|401|404|405|413,countGroupByType,GET,/elements/count/groupBy/type,countgroupbytype
ohsome,countGroupByType_1,200,400|401|404|405|413,countGroupByType_1,POST,/elements/count/groupBy/type,countgroupbytype_1
ohsome,countRatio,200,400|401|404|405|413,countRatio,GET,/elements/count/ratio,countratio
ohsome,countRatio_1,200,400|401|404|405|413,countRatio_1,POST,/elements/count/ratio,countratio_1
ohsome,countRatioGroupByBoundary,200,400|401|404|405|413,countRatioGroupByBoundary,GET,/elements/count/ratio/groupBy/boundary,countratiogroupbyboundary
ohsome,countRatioGroupByBoundary_1,200,400|401|404|405|413,countRatioGroupByBoundary_1,POST,/elements/count/ratio/groupBy/boundary,countratiogroupbyboundary_1
ohsome,length,200,400|401|404|405|413,length,GET,/elements/length,length
ohsome,length_1,200,400|401|404|405|413,length_1,POST,/elements/length,length_1
ohsome,lengthDensity,200,400|401|404|405|413,lengthDensity,GET,/elements/length/density,lengthdensity
ohsome,lengthDensity_1,200,400|401|404|405|413,lengthDensity_1,POST,/elements/length/density,lengthdensity_1
ohsome,lengthDensityGroupByBoundary,200,400|401|404|405|413,lengthDensityGroupByBoundary,GET,/elements/length/density/groupBy/boundary,lengthdensitygroupbyboundary
ohsome,lengthDensityGroupByBoundary_1,200,400|401|404|405|413,lengthDensityGroupByBoundary_1,POST,/elements/length/density/groupBy/boundary,lengthdensitygroupbyboundary_1
ohsome,lengthDensityGroupByBoundaryGroupByTag,200,400|401|404|405|413,lengthDensityGroupByBoundaryGroupByTag,GET,/elements/length/density/groupBy/boundary/groupBy/tag,lengthdensitygroupbyboundarygroupbytag
ohsome,lengthDensityGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,lengthDensityGroupByBoundaryGroupByTag_1,POST,/elements/length/density/groupBy/boundary/groupBy/tag,lengthdensitygroupbyboundarygroupbytag_1
ohsome,lengthDensityGroupByTag,200,400|401|404|405|413,lengthDensityGroupByTag,GET,/elements/length/density/groupBy/tag,lengthdensitygroupbytag
ohsome,lengthDensityGroupByTag_1,200,400|401|404|405|413,lengthDensityGroupByTag_1,POST,/elements/length/density/groupBy/tag,lengthdensitygroupbytag_1
ohsome,lengthDensityGroupByType,200,400|401|404|405|413,lengthDensityGroupByType,GET,/elements/length/density/groupBy/type,lengthdensitygroupbytype
ohsome,lengthDensityGroupByType_1,200,400|401|404|405|413,lengthDensityGroupByType_1,POST,/elements/length/density/groupBy/type,lengthdensitygroupbytype_1
ohsome,lengthGroupByBoundary,200,400|401|404|405|413,lengthGroupByBoundary,GET,/elements/length/groupBy/boundary,lengthgroupbyboundary
ohsome,lengthGroupByBoundary_1,200,400|401|404|405|413,lengthGroupByBoundary_1,POST,/elements/length/groupBy/boundary,lengthgroupbyboundary_1
ohsome,lengthGroupByBoundaryGroupByTag,200,400|401|404|405|413,lengthGroupByBoundaryGroupByTag,GET,/elements/length/groupBy/boundary/groupBy/tag,lengthgroupbyboundarygroupbytag
ohsome,lengthGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,lengthGroupByBoundaryGroupByTag_1,POST,/elements/length/groupBy/boundary/groupBy/tag,lengthgroupbyboundarygroupbytag_1
ohsome,lengthGroupByKey,200,400|401|404|405|413,lengthGroupByKey,GET,/elements/length/groupBy/key,lengthgroupbykey
ohsome,lengthGroupByKey_1,200,400|401|404|405|413,lengthGroupByKey_1,POST,/elements/length/groupBy/key,lengthgroupbykey_1
ohsome,lengthGroupByTag,200,400|401|404|405|413,lengthGroupByTag,GET,/elements/length/groupBy/tag,lengthgroupbytag
ohsome,lengthGroupByTag_1,200,400|401|404|405|413,lengthGroupByTag_1,POST,/elements/length/groupBy/tag,lengthgroupbytag_1
ohsome,lengthGroupByType,200,400|401|404|405|413,lengthGroupByType,GET,/elements/length/groupBy/type,lengthgroupbytype
ohsome,lengthGroupByType_1,200,400|401|404|405|413,lengthGroupByType_1,POST,/elements/length/groupBy/type,lengthgroupbytype_1
ohsome,lengthRatio,200,400|401|404|405|413,lengthRatio,GET,/elements/length/ratio,lengthratio
ohsome,lengthRatio_1,200,400|401|404|405|413,lengthRatio_1,POST,/elements/length/ratio,lengthratio_1
ohsome,lengthRatioGroupByBoundary,200,400|401|404|405|413,lengthRatioGroupByBoundary,GET,/elements/length/ratio/groupBy/boundary,lengthratiogroupbyboundary
ohsome,lengthRatioGroupByBoundary_1,200,400|401|404|405|413,lengthRatioGroupByBoundary_1,POST,/elements/length/ratio/groupBy/boundary,lengthratiogroupbyboundary_1
ohsome,perimeter,200,400|401|404|405|413,perimeter,GET,/elements/perimeter,perimeter
ohsome,perimeter_1,200,400|401|404|405|413,perimeter_1,POST,/elements/perimeter,perimeter_1
ohsome,perimeterDensity,200,400|401|404|405|413,perimeterDensity,GET,/elements/perimeter/density,perimeterdensity
ohsome,perimeterDensity_1,200,400|401|404|405|413,perimeterDensity_1,POST,/elements/perimeter/density,perimeterdensity_1
ohsome,perimeterDensityGroupByBoundary,200,400|401|404|405|413,perimeterDensityGroupByBoundary,GET,/elements/perimeter/density/groupBy/boundary,perimeterdensitygroupbyboundary
ohsome,perimeterDensityGroupByBoundary_1,200,400|401|404|405|413,perimeterDensityGroupByBoundary_1,POST,/elements/perimeter/density/groupBy/boundary,perimeterdensitygroupbyboundary_1
ohsome,perimeterDensityGroupByBoundaryGroupByTag,200,400|401|404|405|413,perimeterDensityGroupByBoundaryGroupByTag,GET,/elements/perimeter/density/groupBy/boundary/groupBy/tag,perimeterdensitygroupbyboundarygroupbytag
ohsome,perimeterDensityGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,perimeterDensityGroupByBoundaryGroupByTag_1,POST,/elements/perimeter/density/groupBy/boundary/groupBy/tag,perimeterdensitygroupbyboundarygroupbytag_1
ohsome,perimeterDensityGroupByTag,200,400|401|404|405|413,perimeterDensityGroupByTag,GET,/elements/perimeter/density/groupBy/tag,perimeterdensitygroupbytag
ohsome,perimeterDensityGroupByTag_1,200,400|401|404|405|413,perimeterDensityGroupByTag_1,POST,/elements/perimeter/density/groupBy/tag,perimeterdensitygroupbytag_1
ohsome,perimeterDensityGroupByType,200,400|401|404|405|413,perimeterDensityGroupByType,GET,/elements/perimeter/density/groupBy/type,perimeterdensitygroupbytype
ohsome,perimeterDensityGroupByType_1,200,400|401|404|405|413,perimeterDensityGroupByType_1,POST,/elements/perimeter/density/groupBy/type,perimeterdensitygroupbytype_1
ohsome,perimeterGroupByBoundary,200,400|401|404|405|413,perimeterGroupByBoundary,GET,/elements/perimeter/groupBy/boundary,perimetergroupbyboundary
ohsome,perimeterGroupByBoundary_1,200,400|401|404|405|413,perimeterGroupByBoundary_1,POST,/elements/perimeter/groupBy/boundary,perimetergroupbyboundary_1
ohsome,perimeterGroupByBoundaryGroupByTag,200,400|401|404|405|413,perimeterGroupByBoundaryGroupByTag,GET,/elements/perimeter/groupBy/boundary/groupBy/tag,perimetergroupbyboundarygroupbytag
ohsome,perimeterGroupByBoundaryGroupByTag_1,200,400|401|404|405|413,perimeterGroupByBoundaryGroupByTag_1,POST,/elements/perimeter/groupBy/boundary/groupBy/tag,perimetergroupbyboundarygroupbytag_1
ohsome,perimeterGroupByKey,200,400|401|404|405|413,perimeterGroupByKey,GET,/elements/perimeter/groupBy/key,perimetergroupbykey
ohsome,perimeterGroupByKey_1,200,400|401|404|405|413,perimeterGroupByKey_1,POST,/elements/perimeter/groupBy/key,perimetergroupbykey_1
ohsome,perimeterGroupByTag,200,400|401|404|405|413,perimeterGroupByTag,GET,/elements/perimeter/groupBy/tag,perimetergroupbytag
ohsome,perimeterGroupByTag_1,200,400|401|404|405|413,perimeterGroupByTag_1,POST,/elements/perimeter/groupBy/tag,perimetergroupbytag_1
ohsome,perimeterGroupByType,200,400|401|404|405|413,perimeterGroupByType,GET,/elements/perimeter/groupBy/type,perimetergroupbytype
ohsome,perimeterGroupByType_1,200,400|401|404|405|413,perimeterGroupByType_1,POST,/elements/perimeter/groupBy/type,perimetergroupbytype_1
ohsome,perimeterRatio,200,400|401|404|405|413,perimeterRatio,GET,/elements/perimeter/ratio,perimeterratio
ohsome,perimeterRatio_1,200,400|401|404|405|413,perimeterRatio_1,POST,/elements/perimeter/ratio,perimeterratio_1
ohsome,perimeterRatioGroupByBoundary,200,400|401|404|405|413,perimeterRatioGroupByBoundary,GET,/elements/perimeter/ratio/groupBy/boundary,perimeterratiogroupbyboundary
ohsome,perimeterRatioGroupByBoundary_1,200,400|401|404|405|413,perimeterRatioGroupByBoundary_1,POST,/elements/perimeter/ratio/groupBy/boundary,perimeterratiogroupbyboundary_1
ohsome,count_2,200,400|401|404|405|413,count_2,GET,/users/count,count_2
ohsome,count_3,200,400|401|404|405|413,count_3,POST,/users/count,count_3
ohsome,countDensity_2,200,400|401|404|405|413,countDensity_2,GET,/users/count/density,countdensity_2
ohsome,countDensity_3,200,400|401|404|405|413,countDensity_3,POST,/users/count/density,countdensity_3
ohsome,countDensityGroupByBoundary_2,200,400|401|404|405|413,countDensityGroupByBoundary_2,GET,/users/count/density/groupBy/boundary,countdensitygroupbyboundary_2
ohsome,countDensityGroupByBoundary_3,200,400|401|404|405|413,countDensityGroupByBoundary_3,POST,/users/count/density/groupBy/boundary,countdensitygroupbyboundary_3
ohsome,countDensityGroupByTag_2,200,400|401|404|405|413,countDensityGroupByTag_2,GET,/users/count/density/groupBy/tag,countdensitygroupbytag_2
ohsome,countDensityGroupByTag_3,200,400|401|404|405|413,countDensityGroupByTag_3,POST,/users/count/density/groupBy/tag,countdensitygroupbytag_3
ohsome,countDensityGroupByType_2,200,400|401|404|405|413,countDensityGroupByType_2,GET,/users/count/density/groupBy/type,countdensitygroupbytype_2
ohsome,countDensityGroupByType_3,200,400|401|404|405|413,countDensityGroupByType_3,POST,/users/count/density/groupBy/type,countdensitygroupbytype_3
ohsome,countGroupByBoundary_2,200,400|401|404|405|413,countGroupByBoundary_2,GET,/users/count/groupBy/boundary,countgroupbyboundary_2
ohsome,countGroupByBoundary_3,200,400|401|404|405|413,countGroupByBoundary_3,POST,/users/count/groupBy/boundary,countgroupbyboundary_3
ohsome,countGroupByKey_2,200,400|401|404|405|413,countGroupByKey_2,GET,/users/count/groupBy/key,countgroupbykey_2
ohsome,countGroupByKey_3,200,400|401|404|405|413,countGroupByKey_3,POST,/users/count/groupBy/key,countgroupbykey_3
ohsome,countGroupByTag_2,200,400|401|404|405|413,countGroupByTag_2,GET,/users/count/groupBy/tag,countgroupbytag_2
ohsome,countGroupByTag_3,200,400|401|404|405|413,countGroupByTag_3,POST,/users/count/groupBy/tag,countgroupbytag_3
ohsome,countGroupByType_2,200,400|401|404|405|413,countGroupByType_2,GET,/users/count/groupBy/type,countgroupbytype_2
ohsome,countGroupByType_3,200,400|401|404|405|413,countGroupByType_3,POST,/users/count/groupBy/type,countgroupbytype_3
petstore,updatePet,200,400|404|422,updatePet,PUT,/pet,updatepet
petstore,addPet,200,400|422,addPet,POST,/pet,addpet
petstore,findPetsByStatus,200,400,findPetsByStatus,GET,/pet/findByStatus,findpetsbystatus
petstore,findPetsByTags,200,400,findPetsByTags,GET,/pet/findByTags,findpetsbytags
petstore,getPetById,200,400|404,getPetById,GET,/pet/{petId},getpetbyid
petstore,updatePetWithForm,200,400,updatePetWithForm,POST,/pet/{petId},updatepetwithform
petstore,deletePet,200,400,deletePet,DELETE,/pet/{petId},deletepet
petstore,uploadFile,200,400|404,uploadFile,POST,/pet/{petId}/uploadImage,uploadfile
petstore,getInventory,200,,getInventory,GET,/store/inventory,getinventory
petstore,placeOrder,200,400|422,placeOrder,POST,/store/order,placeorder
petstore,getOrderById,200,400|404,getOrderById,GET,/store/order/{orderId},getorderbyid
petstore,deleteOrder,200,400|404,deleteOrder,DELETE,/store/order/{orderId},deleteorder
petstore,createUser,200,,createUser,POST,/user,createuser
petstore,createUsersWithListInput,200,,createUsersWithListInput,POST,/user/createWithList,createuserswithlistinput
petstore,loginUser,200,400,loginUser,GET,/user/login,loginuser
petstore,logoutUser,200,,logoutUser,GET,/user/logout,logoutuser
petstore,getUserByName,200,400|404,getUserByName,GET,/user/{username},getuserbyname
petstore,updateUser,200,400|404,updateUser,PUT,/user/{username},updateuser
petstore,deleteUser,200,400|404,deleteUser,DELETE,/user/{username},deleteuser
rest-countries,v1All,200,,v1All,GET,/v1/all,v1all
rest-countries,v1Alphacode,200,,v1Alphacode,GET,/v1/alpha/{alphacode},v1alphacode
rest-countries,v1Alphacodes,200,,v1Alphacodes,GET,/v1/alpha,v1alphacodes
rest-countries,v1Currency,200,,v1Currency,GET,/v1/currency/{currency},v1currency
rest-countries,v1Name,200,,v1Name,GET,/v1/name/{name},v1name
rest-countries,v1Callingcode,200,,v1Callingcode,GET,/v1/callingcode/{callingcode},v1callingcode
rest-countries,v1Capital,200,,v1Capital,GET,/v1/capital/{capital},v1capital
rest-countries,v1Region,200,,v1Region,GET,/v1/region/{region},v1region
rest-countries,v1Subregion,200,,v1Subregion,GET,/v1/subregion/{subregion},v1subregion
rest-countries,v1Lang,200,,v1Lang,GET,/v1/lang/{lang},v1lang
rest-countries,v2All,200,,v2All,GET,/v2/all,v2all
rest-countries,v2Alphacode,200,,v2Alphacode,GET,/v2/alpha/{alphacode},v2alphacode
rest-countries,v2Alphacodes,200,,v2Alphacodes,GET,/v2/alpha,v2alphacodes
rest-countries,v2Currency,200,,v2Currency,GET,/v2/currency/{currency},v2currency
rest-countries,v2Name,200,,v2Name,GET,/v2/name/{name},v2name
rest-countries,v2Callingcode,200,,v2Callingcode,GET,/v2/callingcode/{callingcode},v2callingcode
rest-countries,v2Capital,200,,v2Capital,GET,/v2/capital/{capital},v2capital
rest-countries,v2Region,200,,v2Region,GET,/v2/region/{region},v2region
rest-countries,v2Subregion,200,,v2Subregion,GET,/v2/subregion/{subregion},v2subregion
rest-countries,v2Lang,200,,v2Lang,GET,/v2/lang/{lang},v2lang
rest-countries,v2Demonym,200,,v2Demonym,GET,/v2/demonym/{demonym},v2demonym
rest-countries,v2Regionalbloc,200,,v2Regionalbloc,GET,/v2/regionalbloc/{regionalbloc},v2regionalbloc
spring-petclinic-rest,failingRequest,200,400,failingRequest,GET,/oops,failingrequest
spring-petclinic-rest,addOwner,201,400,addOwner,POST,/owners,addowner
spring-petclinic-rest,listOwners,200,,listOwners,GET,/owners,listowners
spring-petclinic-rest,getOwner,200,400|404,getOwner,GET,/owners/{ownerId},getowner
spring-petclinic-rest,updateOwner,200,400|404,updateOwner,PUT,/owners/{ownerId},updateowner
spring-petclinic-rest,deleteOwner,200,400|404,deleteOwner,DELETE,/owners/{ownerId},deleteowner
spring-petclinic-rest,addPetToOwner,201,400|404,addPetToOwner,POST,/owners/{ownerId}/pets,addpettoowner
spring-petclinic-rest,getOwnersPet,200,400|404,getOwnersPet,GET,/owners/{ownerId}/pets/{petId},getownerspet
spring-petclinic-rest,updateOwnersPet,204,400|404,updateOwnersPet,PUT,/owners/{ownerId}/pets/{petId},updateownerspet
spring-petclinic-rest,addVisitToOwner,201,400|404,addVisitToOwner,POST,/owners/{ownerId}/pets/{petId}/visits,addvisittoowner
spring-petclinic-rest,listPetTypes,200,,listPetTypes,GET,/pettypes,listpettypes
spring-petclinic-rest,addPetType,200,400|404,addPetType,POST,/pettypes,addpettype
spring-petclinic-rest,getPetType,200,400|404,getPetType,GET,/pettypes/{petTypeId},getpettype
spring-petclinic-rest,updatePetType,200,400|404,updatePetType,PUT,/pettypes/{petTypeId},updatepettype
spring-petclinic-rest,deletePetType,200,400|404,deletePetType,DELETE,/pettypes/{petTypeId},deletepettype
spring-petclinic-rest,listPets,200,,listPets,GET,/pets,listpets
spring-petclinic-rest,getPet,200,400|404,getPet,GET,/pets/{petId},getpet
spring-petclinic-rest,updatePet,200,400|404,updatePet,PUT,/pets/{petId},updatepet
spring-petclinic-rest,deletePet,200,400|404,deletePet,DELETE,/pets/{petId},deletepet
spring-petclinic-rest,listVisits,200,,listVisits,GET,/visits,listvisits
spring-petclinic-rest,addVisit,200,400|404,addVisit,POST,/visits,addvisit
spring-petclinic-rest,getVisit,200,400|404,getVisit,GET,/visits/{visitId},getvisit
spring-petclinic-rest,updateVisit,200,400|404,updateVisit,PUT,/visits/{visitId},updatevisit
spring-petclinic-rest,deleteVisit,200,400|404,deleteVisit,DELETE,/visits/{visitId},deletevisit
spring-petclinic-rest,listSpecialties,200,,listSpecialties,GET,/specialties,listspecialties
spring-petclinic-rest,addSpecialty,200,400|404,addSpecialty,POST,/specialties,addspecialty
spring-petclinic-rest,getSpecialty,200,400|404,getSpecialty,GET,/specialties/{specialtyId},getspecialty
spring-petclinic-rest,updateSpecialty,200,400|404,updateSpecialty,PUT,/specialties/{specialtyId},updatespecialty
spring-petclinic-rest,deleteSpecialty,200,400|404,deleteSpecialty,DELETE,/specialties/{specialtyId},deletespecialty
spring-petclinic-rest,listVets,200,,listVets,GET,/vets,listvets
spring-petclinic-rest,addVet,200,400|404,addVet,POST,/vets,addvet
spring-petclinic-rest,getVet,200,400|404,getVet,GET,/vets/{vetId},getvet
spring-petclinic-rest,updateVet,200,400|404,updateVet,PUT,/vets/{vetId},updatevet
spring-petclinic-rest,deleteVet,200,400|404,deleteVet,DELETE,/vets/{vetId},deletevet
spring-petclinic-rest,addUser,200,400|404,addUser,POST,/users,adduser
